stk.v.10.0
BEGIN IntervalList
"2019/01/13 22:05:17.250" "2019/01/13 22:05:17.450"
"2019/01/13 22:05:29.250" "2019/01/13 22:05:29.450"
"2019/01/13 22:05:41.250" "2019/01/13 22:05:41.450"
"2019/01/13 22:05:53.250" "2019/01/13 22:05:53.450"
"2019/01/13 22:06:05.250" "2019/01/13 22:06:05.450"
"2019/01/13 22:06:17.250" "2019/01/13 22:06:17.450"
"2019/01/13 22:06:29.250" "2019/01/13 22:06:29.450"
"2019/01/13 22:06:41.250" "2019/01/13 22:06:41.450"
"2019/01/13 22:06:53.250" "2019/01/13 22:06:53.450"
"2019/01/13 22:07:05.250" "2019/01/13 22:07:05.450"
"2019/01/13 22:07:17.250" "2019/01/13 22:07:17.450"
"2019/01/13 22:07:29.250" "2019/01/13 22:07:29.450"
"2019/01/13 22:08:08.000" "2019/01/13 22:08:08.200"
"2019/01/13 22:08:20.000" "2019/01/13 22:08:20.200"
"2019/01/13 22:08:32.000" "2019/01/13 22:08:32.200"
"2019/01/13 22:08:44.000" "2019/01/13 22:08:44.200"
"2019/01/13 22:08:56.000" "2019/01/13 22:08:56.200"
"2019/01/13 22:09:08.000" "2019/01/13 22:09:08.200"
"2019/01/13 22:09:20.000" "2019/01/13 22:09:20.200"
"2019/01/13 22:09:32.000" "2019/01/13 22:09:32.200"
"2019/01/13 22:09:44.000" "2019/01/13 22:09:44.200"
"2019/01/13 22:09:56.000" "2019/01/13 22:09:56.200"
"2019/01/13 22:10:08.000" "2019/01/13 22:10:08.200"
"2019/01/13 22:10:20.000" "2019/01/13 22:10:20.200"
"2019/01/13 22:10:32.000" "2019/01/13 22:10:32.200"
"2019/01/13 22:10:44.000" "2019/01/13 22:10:44.200"
"2019/01/13 22:15:56.750" "2019/01/13 22:15:56.950"
"2019/01/13 22:16:08.750" "2019/01/13 22:16:08.950"
"2019/01/13 22:16:20.750" "2019/01/13 22:16:20.950"
"2019/01/13 22:16:32.750" "2019/01/13 22:16:32.950"
"2019/01/13 22:16:44.750" "2019/01/13 22:16:44.950"
"2019/01/13 22:16:56.750" "2019/01/13 22:16:56.950"
"2019/01/13 22:17:08.750" "2019/01/13 22:17:08.950"
"2019/01/13 22:17:20.750" "2019/01/13 22:17:20.950"
"2019/01/13 22:17:32.750" "2019/01/13 22:17:32.950"
"2019/01/13 22:17:44.750" "2019/01/13 22:17:44.950"
"2019/01/13 22:17:56.750" "2019/01/13 22:17:56.950"
"2019/01/13 22:18:08.750" "2019/01/13 22:18:08.950"
"2019/01/13 22:18:20.750" "2019/01/13 22:18:20.950"
"2019/01/13 22:18:32.750" "2019/01/13 22:18:32.950"
"2019/01/13 22:19:10.500" "2019/01/13 22:19:10.700"
"2019/01/13 22:19:22.500" "2019/01/13 22:19:22.700"
"2019/01/13 22:19:34.500" "2019/01/13 22:19:34.700"
"2019/01/13 22:19:46.500" "2019/01/13 22:19:46.700"
"2019/01/13 22:19:58.500" "2019/01/13 22:19:58.700"
"2019/01/13 22:20:10.500" "2019/01/13 22:20:10.700"
"2019/01/13 22:20:22.500" "2019/01/13 22:20:22.700"
"2019/01/13 22:20:34.500" "2019/01/13 22:20:34.700"
"2019/01/13 22:20:46.500" "2019/01/13 22:20:46.700"
"2019/01/13 22:20:58.500" "2019/01/13 22:20:58.700"
"2019/01/13 22:21:10.500" "2019/01/13 22:21:10.700"
"2019/01/13 22:21:22.500" "2019/01/13 22:21:22.700"
"2019/01/13 22:21:34.500" "2019/01/13 22:21:34.700"
"2019/01/13 22:21:46.500" "2019/01/13 22:21:46.700"
"2019/01/13 22:26:59.250" "2019/01/13 22:26:59.450"
"2019/01/13 22:27:11.250" "2019/01/13 22:27:11.450"
"2019/01/13 22:27:23.250" "2019/01/13 22:27:23.450"
"2019/01/13 22:27:35.250" "2019/01/13 22:27:35.450"
"2019/01/13 22:27:47.250" "2019/01/13 22:27:47.450"
"2019/01/13 22:27:59.250" "2019/01/13 22:27:59.450"
"2019/01/13 22:28:11.250" "2019/01/13 22:28:11.450"
"2019/01/13 22:28:23.250" "2019/01/13 22:28:23.450"
"2019/01/13 22:28:35.250" "2019/01/13 22:28:35.450"
"2019/01/13 22:28:47.250" "2019/01/13 22:28:47.450"
"2019/01/13 22:28:59.250" "2019/01/13 22:28:59.450"
"2019/01/13 22:29:11.250" "2019/01/13 22:29:11.450"
"2019/01/13 22:29:23.250" "2019/01/13 22:29:23.450"
"2019/01/13 22:29:35.250" "2019/01/13 22:29:35.450"
"2019/01/13 22:30:13.000" "2019/01/13 22:30:13.200"
"2019/01/13 22:30:25.000" "2019/01/13 22:30:25.200"
"2019/01/13 22:30:37.000" "2019/01/13 22:30:37.200"
"2019/01/13 22:30:49.000" "2019/01/13 22:30:49.200"
"2019/01/13 22:31:01.000" "2019/01/13 22:31:01.200"
"2019/01/13 22:31:13.000" "2019/01/13 22:31:13.200"
"2019/01/13 22:31:25.000" "2019/01/13 22:31:25.200"
"2019/01/13 22:31:37.000" "2019/01/13 22:31:37.200"
"2019/01/13 22:31:49.000" "2019/01/13 22:31:49.200"
"2019/01/13 22:32:01.000" "2019/01/13 22:32:01.200"
"2019/01/13 22:32:13.000" "2019/01/13 22:32:13.200"
"2019/01/13 22:32:25.000" "2019/01/13 22:32:25.200"
"2019/01/13 22:32:37.000" "2019/01/13 22:32:37.200"
"2019/01/13 22:32:49.000" "2019/01/13 22:32:49.200"
"2019/01/13 22:38:01.750" "2019/01/13 22:38:01.950"
"2019/01/13 22:38:13.750" "2019/01/13 22:38:13.950"
"2019/01/13 22:38:25.750" "2019/01/13 22:38:25.950"
"2019/01/13 22:38:37.750" "2019/01/13 22:38:37.950"
"2019/01/13 22:38:49.750" "2019/01/13 22:38:49.950"
"2019/01/13 22:39:01.750" "2019/01/13 22:39:01.950"
"2019/01/13 22:39:13.750" "2019/01/13 22:39:13.950"
"2019/01/13 22:39:25.750" "2019/01/13 22:39:25.950"
"2019/01/13 22:39:37.750" "2019/01/13 22:39:37.950"
"2019/01/13 22:39:49.750" "2019/01/13 22:39:49.950"
"2019/01/13 22:40:01.750" "2019/01/13 22:40:01.950"
"2019/01/13 22:40:13.750" "2019/01/13 22:40:13.950"
"2019/01/13 22:40:25.750" "2019/01/13 22:40:25.950"
"2019/01/13 22:40:37.750" "2019/01/13 22:40:37.950"
"2019/01/13 22:41:15.500" "2019/01/13 22:41:15.700"
"2019/01/13 22:41:27.500" "2019/01/13 22:41:27.700"
"2019/01/13 22:41:39.500" "2019/01/13 22:41:39.700"
"2019/01/13 22:41:51.500" "2019/01/13 22:41:51.700"
"2019/01/13 22:42:03.500" "2019/01/13 22:42:03.700"
"2019/01/13 22:42:15.500" "2019/01/13 22:42:15.700"
"2019/01/13 22:42:27.500" "2019/01/13 22:42:27.700"
"2019/01/13 22:42:39.500" "2019/01/13 22:42:39.700"
"2019/01/13 22:42:51.500" "2019/01/13 22:42:51.700"
"2019/01/13 22:43:03.500" "2019/01/13 22:43:03.700"
"2019/01/13 22:43:15.500" "2019/01/13 22:43:15.700"
"2019/01/13 22:43:27.500" "2019/01/13 22:43:27.700"
"2019/01/13 22:43:39.500" "2019/01/13 22:43:39.700"
"2019/01/13 22:43:51.500" "2019/01/13 22:43:51.700"
"2019/01/13 22:49:03.250" "2019/01/13 22:49:03.450"
"2019/01/13 22:49:15.250" "2019/01/13 22:49:15.450"
"2019/01/13 22:49:27.250" "2019/01/13 22:49:27.450"
"2019/01/13 22:49:39.250" "2019/01/13 22:49:39.450"
"2019/01/13 22:49:51.250" "2019/01/13 22:49:51.450"
"2019/01/13 22:50:03.250" "2019/01/13 22:50:03.450"
"2019/01/13 22:50:15.250" "2019/01/13 22:50:15.450"
"2019/01/13 22:50:27.250" "2019/01/13 22:50:27.450"
"2019/01/13 22:50:39.250" "2019/01/13 22:50:39.450"
"2019/01/13 22:50:51.250" "2019/01/13 22:50:51.450"
"2019/01/13 22:51:03.250" "2019/01/13 22:51:03.450"
"2019/01/13 22:51:15.250" "2019/01/13 22:51:15.450"
"2019/01/13 22:51:27.250" "2019/01/13 22:51:27.450"
"2019/01/13 22:51:39.250" "2019/01/13 22:51:39.450"
"2019/01/13 22:52:17.000" "2019/01/13 22:52:17.200"
"2019/01/13 22:52:29.000" "2019/01/13 22:52:29.200"
"2019/01/13 22:52:41.000" "2019/01/13 22:52:41.200"
"2019/01/13 22:52:53.000" "2019/01/13 22:52:53.200"
"2019/01/13 22:53:05.000" "2019/01/13 22:53:05.200"
"2019/01/13 22:53:17.000" "2019/01/13 22:53:17.200"
"2019/01/13 22:53:29.000" "2019/01/13 22:53:29.200"
"2019/01/13 22:53:41.000" "2019/01/13 22:53:41.200"
"2019/01/13 22:53:53.000" "2019/01/13 22:53:53.200"
"2019/01/13 22:54:05.000" "2019/01/13 22:54:05.200"
"2019/01/13 22:54:17.000" "2019/01/13 22:54:17.200"
"2019/01/13 22:54:29.000" "2019/01/13 22:54:29.200"
"2019/01/13 22:54:41.000" "2019/01/13 22:54:41.200"
"2019/01/13 22:54:53.000" "2019/01/13 22:54:53.200"
"2019/01/13 23:00:04.750" "2019/01/13 23:00:04.950"
"2019/01/13 23:00:16.750" "2019/01/13 23:00:16.950"
"2019/01/13 23:00:28.750" "2019/01/13 23:00:28.950"
"2019/01/13 23:00:40.750" "2019/01/13 23:00:40.950"
"2019/01/13 23:00:52.750" "2019/01/13 23:00:52.950"
"2019/01/13 23:01:04.750" "2019/01/13 23:01:04.950"
"2019/01/13 23:01:16.750" "2019/01/13 23:01:16.950"
"2019/01/13 23:01:28.750" "2019/01/13 23:01:28.950"
"2019/01/13 23:01:40.750" "2019/01/13 23:01:40.950"
"2019/01/13 23:01:52.750" "2019/01/13 23:01:52.950"
"2019/01/13 23:02:04.750" "2019/01/13 23:02:04.950"
"2019/01/13 23:02:16.750" "2019/01/13 23:02:16.950"
"2019/01/13 23:02:28.750" "2019/01/13 23:02:28.950"
"2019/01/13 23:03:17.500" "2019/01/13 23:03:17.700"
"2019/01/13 23:03:29.500" "2019/01/13 23:03:29.700"
"2019/01/13 23:03:41.500" "2019/01/13 23:03:41.700"
"2019/01/13 23:03:53.500" "2019/01/13 23:03:53.700"
"2019/01/13 23:04:05.500" "2019/01/13 23:04:05.700"
"2019/01/13 23:04:17.500" "2019/01/13 23:04:17.700"
"2019/01/13 23:04:29.500" "2019/01/13 23:04:29.700"
"2019/01/13 23:04:41.500" "2019/01/13 23:04:41.700"
"2019/01/13 23:04:53.500" "2019/01/13 23:04:53.700"
"2019/01/13 23:05:05.500" "2019/01/13 23:05:05.700"
"2019/01/13 23:05:17.500" "2019/01/13 23:05:17.700"
"2019/01/13 23:05:29.500" "2019/01/13 23:05:29.700"
"2019/01/13 23:05:41.500" "2019/01/13 23:05:41.700"
"2019/01/13 23:05:53.500" "2019/01/13 23:05:53.700"
"2019/01/13 23:11:05.250" "2019/01/13 23:11:05.450"
"2019/01/13 23:11:17.250" "2019/01/13 23:11:17.450"
"2019/01/13 23:11:29.250" "2019/01/13 23:11:29.450"
"2019/01/13 23:11:41.250" "2019/01/13 23:11:41.450"
"2019/01/13 23:11:53.250" "2019/01/13 23:11:53.450"
"2019/01/13 23:12:05.250" "2019/01/13 23:12:05.450"
"2019/01/13 23:12:17.250" "2019/01/13 23:12:17.450"
"2019/01/13 23:12:29.250" "2019/01/13 23:12:29.450"
"2019/01/13 23:12:41.250" "2019/01/13 23:12:41.450"
"2019/01/13 23:12:53.250" "2019/01/13 23:12:53.450"
"2019/01/13 23:13:05.250" "2019/01/13 23:13:05.450"
"2019/01/13 23:13:17.250" "2019/01/13 23:13:17.450"
"2019/01/13 23:13:29.250" "2019/01/13 23:13:29.450"
"2019/01/13 23:14:18.000" "2019/01/13 23:14:18.200"
"2019/01/13 23:14:30.000" "2019/01/13 23:14:30.200"
"2019/01/13 23:14:42.000" "2019/01/13 23:14:42.200"
"2019/01/13 23:14:54.000" "2019/01/13 23:14:54.200"
"2019/01/13 23:15:06.000" "2019/01/13 23:15:06.200"
"2019/01/13 23:15:18.000" "2019/01/13 23:15:18.200"
"2019/01/13 23:15:30.000" "2019/01/13 23:15:30.200"
"2019/01/13 23:15:42.000" "2019/01/13 23:15:42.200"
"2019/01/13 23:15:54.000" "2019/01/13 23:15:54.200"
"2019/01/13 23:16:06.000" "2019/01/13 23:16:06.200"
"2019/01/13 23:16:18.000" "2019/01/13 23:16:18.200"
"2019/01/13 23:16:30.000" "2019/01/13 23:16:30.200"
"2019/01/13 23:16:42.000" "2019/01/13 23:16:42.200"
"2019/01/13 23:16:54.000" "2019/01/13 23:16:54.200"
"2019/01/13 23:22:05.750" "2019/01/13 23:22:05.950"
"2019/01/13 23:22:17.750" "2019/01/13 23:22:17.950"
"2019/01/13 23:22:29.750" "2019/01/13 23:22:29.950"
"2019/01/13 23:22:41.750" "2019/01/13 23:22:41.950"
"2019/01/13 23:22:53.750" "2019/01/13 23:22:53.950"
"2019/01/13 23:23:05.750" "2019/01/13 23:23:05.950"
"2019/01/13 23:23:17.750" "2019/01/13 23:23:17.950"
"2019/01/13 23:23:29.750" "2019/01/13 23:23:29.950"
"2019/01/13 23:23:41.750" "2019/01/13 23:23:41.950"
"2019/01/13 23:23:53.750" "2019/01/13 23:23:53.950"
"2019/01/13 23:24:05.750" "2019/01/13 23:24:05.950"
"2019/01/13 23:24:17.750" "2019/01/13 23:24:17.950"
"2019/01/13 23:24:29.750" "2019/01/13 23:24:29.950"
"2019/01/13 23:25:18.500" "2019/01/13 23:25:18.700"
"2019/01/13 23:25:30.500" "2019/01/13 23:25:30.700"
"2019/01/13 23:25:42.500" "2019/01/13 23:25:42.700"
"2019/01/13 23:25:54.500" "2019/01/13 23:25:54.700"
"2019/01/13 23:26:06.500" "2019/01/13 23:26:06.700"
"2019/01/13 23:26:18.500" "2019/01/13 23:26:18.700"
"2019/01/13 23:26:30.500" "2019/01/13 23:26:30.700"
"2019/01/13 23:26:42.500" "2019/01/13 23:26:42.700"
"2019/01/13 23:26:54.500" "2019/01/13 23:26:54.700"
"2019/01/13 23:27:06.500" "2019/01/13 23:27:06.700"
"2019/01/13 23:27:18.500" "2019/01/13 23:27:18.700"
"2019/01/13 23:27:30.500" "2019/01/13 23:27:30.700"
"2019/01/13 23:27:42.500" "2019/01/13 23:27:42.700"
"2019/01/13 23:27:54.500" "2019/01/13 23:27:54.700"
"2019/01/13 23:33:05.250" "2019/01/13 23:33:05.450"
"2019/01/13 23:33:17.250" "2019/01/13 23:33:17.450"
"2019/01/13 23:33:29.250" "2019/01/13 23:33:29.450"
"2019/01/13 23:33:41.250" "2019/01/13 23:33:41.450"
"2019/01/13 23:33:53.250" "2019/01/13 23:33:53.450"
"2019/01/13 23:34:05.250" "2019/01/13 23:34:05.450"
"2019/01/13 23:34:17.250" "2019/01/13 23:34:17.450"
"2019/01/13 23:34:29.250" "2019/01/13 23:34:29.450"
"2019/01/13 23:34:41.250" "2019/01/13 23:34:41.450"
"2019/01/13 23:34:53.250" "2019/01/13 23:34:53.450"
"2019/01/13 23:35:05.250" "2019/01/13 23:35:05.450"
"2019/01/13 23:35:17.250" "2019/01/13 23:35:17.450"
"2019/01/13 23:35:29.250" "2019/01/13 23:35:29.450"
"2019/01/14 17:14:47.600" "2019/01/14 17:14:47.800"
"2019/01/14 17:14:59.600" "2019/01/14 17:14:59.800"
"2019/01/14 17:15:11.600" "2019/01/14 17:15:11.800"
"2019/01/14 17:15:23.600" "2019/01/14 17:15:23.800"
"2019/01/14 17:15:35.600" "2019/01/14 17:15:35.800"
"2019/01/14 17:15:47.600" "2019/01/14 17:15:47.800"
"2019/01/14 17:15:59.600" "2019/01/14 17:15:59.800"
"2019/01/14 17:16:11.600" "2019/01/14 17:16:11.800"
"2019/01/14 17:16:23.600" "2019/01/14 17:16:23.800"
"2019/01/14 17:16:35.600" "2019/01/14 17:16:35.800"
"2019/01/14 17:16:47.600" "2019/01/14 17:16:47.800"
"2019/01/14 17:16:59.600" "2019/01/14 17:16:59.800"
"2019/01/14 17:17:11.600" "2019/01/14 17:17:11.800"
"2019/01/14 17:17:52.000" "2019/01/14 17:17:52.200"
"2019/01/14 17:18:04.000" "2019/01/14 17:18:04.200"
"2019/01/14 17:18:16.000" "2019/01/14 17:18:16.200"
"2019/01/14 17:18:28.000" "2019/01/14 17:18:28.200"
"2019/01/14 17:18:40.000" "2019/01/14 17:18:40.200"
"2019/01/14 17:18:52.000" "2019/01/14 17:18:52.200"
"2019/01/14 17:19:04.000" "2019/01/14 17:19:04.200"
"2019/01/14 17:19:16.000" "2019/01/14 17:19:16.200"
"2019/01/14 17:19:28.000" "2019/01/14 17:19:28.200"
"2019/01/14 17:19:40.000" "2019/01/14 17:19:40.200"
"2019/01/14 17:19:52.000" "2019/01/14 17:19:52.200"
"2019/01/14 17:20:04.000" "2019/01/14 17:20:04.200"
"2019/01/14 17:20:16.000" "2019/01/14 17:20:16.200"
"2019/01/14 17:25:13.600" "2019/01/14 17:25:13.800"
"2019/01/14 17:25:25.600" "2019/01/14 17:25:25.800"
"2019/01/14 17:25:37.600" "2019/01/14 17:25:37.800"
"2019/01/14 17:25:49.600" "2019/01/14 17:25:49.800"
"2019/01/14 17:26:01.600" "2019/01/14 17:26:01.800"
"2019/01/14 17:26:13.600" "2019/01/14 17:26:13.800"
"2019/01/14 17:26:25.600" "2019/01/14 17:26:25.800"
"2019/01/14 17:26:37.600" "2019/01/14 17:26:37.800"
"2019/01/14 17:26:49.600" "2019/01/14 17:26:49.800"
"2019/01/14 17:27:01.600" "2019/01/14 17:27:01.800"
"2019/01/14 17:27:13.600" "2019/01/14 17:27:13.800"
"2019/01/14 17:27:25.600" "2019/01/14 17:27:25.800"
"2019/01/14 17:27:37.600" "2019/01/14 17:27:37.800"
"2019/01/14 17:28:18.000" "2019/01/14 17:28:18.200"
"2019/01/14 17:28:30.000" "2019/01/14 17:28:30.200"
"2019/01/14 17:28:42.000" "2019/01/14 17:28:42.200"
"2019/01/14 17:28:54.000" "2019/01/14 17:28:54.200"
"2019/01/14 17:29:06.000" "2019/01/14 17:29:06.200"
"2019/01/14 17:29:18.000" "2019/01/14 17:29:18.200"
"2019/01/14 17:29:30.000" "2019/01/14 17:29:30.200"
"2019/01/14 17:29:42.000" "2019/01/14 17:29:42.200"
"2019/01/14 17:29:54.000" "2019/01/14 17:29:54.200"
"2019/01/14 17:30:06.000" "2019/01/14 17:30:06.200"
"2019/01/14 17:30:18.000" "2019/01/14 17:30:18.200"
"2019/01/14 17:30:30.000" "2019/01/14 17:30:30.200"
"2019/01/14 17:30:42.000" "2019/01/14 17:30:42.200"
"2019/01/14 17:35:39.600" "2019/01/14 17:35:39.800"
"2019/01/14 17:35:51.600" "2019/01/14 17:35:51.800"
"2019/01/14 17:36:03.600" "2019/01/14 17:36:03.800"
"2019/01/14 17:36:15.600" "2019/01/14 17:36:15.800"
"2019/01/14 17:36:27.600" "2019/01/14 17:36:27.800"
"2019/01/14 17:36:39.600" "2019/01/14 17:36:39.800"
"2019/01/14 17:36:51.600" "2019/01/14 17:36:51.800"
"2019/01/14 17:37:03.600" "2019/01/14 17:37:03.800"
"2019/01/14 17:37:15.600" "2019/01/14 17:37:15.800"
"2019/01/14 17:37:27.600" "2019/01/14 17:37:27.800"
"2019/01/14 17:37:39.600" "2019/01/14 17:37:39.800"
"2019/01/14 17:37:51.600" "2019/01/14 17:37:51.800"
"2019/01/14 17:38:03.600" "2019/01/14 17:38:03.800"
"2019/01/14 17:38:44.000" "2019/01/14 17:38:44.200"
"2019/01/14 17:38:56.000" "2019/01/14 17:38:56.200"
"2019/01/14 17:39:08.000" "2019/01/14 17:39:08.200"
"2019/01/14 17:39:20.000" "2019/01/14 17:39:20.200"
"2019/01/14 17:39:32.000" "2019/01/14 17:39:32.200"
"2019/01/14 17:39:44.000" "2019/01/14 17:39:44.200"
"2019/01/14 17:39:56.000" "2019/01/14 17:39:56.200"
"2019/01/14 17:40:08.000" "2019/01/14 17:40:08.200"
"2019/01/14 17:40:20.000" "2019/01/14 17:40:20.200"
"2019/01/14 17:40:32.000" "2019/01/14 17:40:32.200"
"2019/01/14 17:40:44.000" "2019/01/14 17:40:44.200"
"2019/01/14 17:40:56.000" "2019/01/14 17:40:56.200"
"2019/01/14 17:41:08.000" "2019/01/14 17:41:08.200"
"2019/01/14 17:46:05.600" "2019/01/14 17:46:05.800"
"2019/01/14 17:46:17.600" "2019/01/14 17:46:17.800"
"2019/01/14 17:46:29.600" "2019/01/14 17:46:29.800"
"2019/01/14 17:46:41.600" "2019/01/14 17:46:41.800"
"2019/01/14 17:46:53.600" "2019/01/14 17:46:53.800"
"2019/01/14 17:47:05.600" "2019/01/14 17:47:05.800"
"2019/01/14 17:47:17.600" "2019/01/14 17:47:17.800"
"2019/01/14 17:47:29.600" "2019/01/14 17:47:29.800"
"2019/01/14 17:47:41.600" "2019/01/14 17:47:41.800"
"2019/01/14 17:47:53.600" "2019/01/14 17:47:53.800"
"2019/01/14 17:48:05.600" "2019/01/14 17:48:05.800"
"2019/01/14 17:48:17.600" "2019/01/14 17:48:17.800"
"2019/01/14 17:48:29.600" "2019/01/14 17:48:29.800"
"2019/01/14 17:49:10.000" "2019/01/14 17:49:10.200"
"2019/01/14 17:49:22.000" "2019/01/14 17:49:22.200"
"2019/01/14 17:49:34.000" "2019/01/14 17:49:34.200"
"2019/01/14 17:49:46.000" "2019/01/14 17:49:46.200"
"2019/01/14 17:49:58.000" "2019/01/14 17:49:58.200"
"2019/01/14 17:50:10.000" "2019/01/14 17:50:10.200"
"2019/01/14 17:50:22.000" "2019/01/14 17:50:22.200"
"2019/01/14 17:50:34.000" "2019/01/14 17:50:34.200"
"2019/01/14 17:50:46.000" "2019/01/14 17:50:46.200"
"2019/01/14 17:50:58.000" "2019/01/14 17:50:58.200"
"2019/01/14 17:51:10.000" "2019/01/14 17:51:10.200"
"2019/01/14 17:51:22.000" "2019/01/14 17:51:22.200"
"2019/01/14 17:51:34.000" "2019/01/14 17:51:34.200"
"2019/01/14 17:56:31.600" "2019/01/14 17:56:31.800"
"2019/01/14 17:56:43.600" "2019/01/14 17:56:43.800"
"2019/01/14 17:56:55.600" "2019/01/14 17:56:55.800"
"2019/01/14 17:57:07.600" "2019/01/14 17:57:07.800"
"2019/01/14 17:57:19.600" "2019/01/14 17:57:19.800"
"2019/01/14 17:57:31.600" "2019/01/14 17:57:31.800"
"2019/01/14 17:57:43.600" "2019/01/14 17:57:43.800"
"2019/01/14 17:57:55.600" "2019/01/14 17:57:55.800"
"2019/01/14 17:58:07.600" "2019/01/14 17:58:07.800"
"2019/01/14 17:58:19.600" "2019/01/14 17:58:19.800"
"2019/01/14 17:58:31.600" "2019/01/14 17:58:31.800"
"2019/01/14 17:58:43.600" "2019/01/14 17:58:43.800"
"2019/01/14 17:58:55.600" "2019/01/14 17:58:55.800"
"2019/01/14 17:59:37.000" "2019/01/14 17:59:37.200"
"2019/01/14 17:59:49.000" "2019/01/14 17:59:49.200"
"2019/01/14 18:00:01.000" "2019/01/14 18:00:01.200"
"2019/01/14 18:00:13.000" "2019/01/14 18:00:13.200"
"2019/01/14 18:00:25.000" "2019/01/14 18:00:25.200"
"2019/01/14 18:00:37.000" "2019/01/14 18:00:37.200"
"2019/01/14 18:00:49.000" "2019/01/14 18:00:49.200"
"2019/01/14 18:01:01.000" "2019/01/14 18:01:01.200"
"2019/01/14 18:01:13.000" "2019/01/14 18:01:13.200"
"2019/01/14 18:01:25.000" "2019/01/14 18:01:25.200"
"2019/01/14 18:01:37.000" "2019/01/14 18:01:37.200"
"2019/01/14 18:01:49.000" "2019/01/14 18:01:49.200"
"2019/01/14 18:02:01.000" "2019/01/14 18:02:01.200"
"2019/01/14 18:06:58.600" "2019/01/14 18:06:58.800"
"2019/01/14 18:07:10.600" "2019/01/14 18:07:10.800"
"2019/01/14 18:07:22.600" "2019/01/14 18:07:22.800"
"2019/01/14 18:07:34.600" "2019/01/14 18:07:34.800"
"2019/01/14 18:07:46.600" "2019/01/14 18:07:46.800"
"2019/01/14 18:07:58.600" "2019/01/14 18:07:58.800"
"2019/01/14 18:08:10.600" "2019/01/14 18:08:10.800"
"2019/01/14 18:08:22.600" "2019/01/14 18:08:22.800"
"2019/01/14 18:08:34.600" "2019/01/14 18:08:34.800"
"2019/01/14 18:08:46.600" "2019/01/14 18:08:46.800"
"2019/01/14 18:08:58.600" "2019/01/14 18:08:58.800"
"2019/01/14 18:09:10.600" "2019/01/14 18:09:10.800"
"2019/01/14 18:09:22.600" "2019/01/14 18:09:22.800"
"2019/01/14 18:10:04.000" "2019/01/14 18:10:04.200"
"2019/01/14 18:10:16.000" "2019/01/14 18:10:16.200"
"2019/01/14 18:10:28.000" "2019/01/14 18:10:28.200"
"2019/01/14 18:10:40.000" "2019/01/14 18:10:40.200"
"2019/01/14 18:10:52.000" "2019/01/14 18:10:52.200"
"2019/01/14 18:11:04.000" "2019/01/14 18:11:04.200"
"2019/01/14 18:11:16.000" "2019/01/14 18:11:16.200"
"2019/01/14 18:11:28.000" "2019/01/14 18:11:28.200"
"2019/01/14 18:11:40.000" "2019/01/14 18:11:40.200"
"2019/01/14 18:11:52.000" "2019/01/14 18:11:52.200"
"2019/01/14 18:12:04.000" "2019/01/14 18:12:04.200"
"2019/01/14 18:12:16.000" "2019/01/14 18:12:16.200"
"2019/01/14 18:12:28.000" "2019/01/14 18:12:28.200"
"2019/01/14 18:17:26.600" "2019/01/14 18:17:26.800"
"2019/01/14 18:17:38.600" "2019/01/14 18:17:38.800"
"2019/01/14 18:17:50.600" "2019/01/14 18:17:50.800"
"2019/01/14 18:18:02.600" "2019/01/14 18:18:02.800"
"2019/01/14 18:18:14.600" "2019/01/14 18:18:14.800"
"2019/01/14 18:18:26.600" "2019/01/14 18:18:26.800"
"2019/01/14 18:18:38.600" "2019/01/14 18:18:38.800"
"2019/01/14 18:18:50.600" "2019/01/14 18:18:50.800"
"2019/01/14 18:19:02.600" "2019/01/14 18:19:02.800"
"2019/01/14 18:19:14.600" "2019/01/14 18:19:14.800"
"2019/01/14 18:19:26.600" "2019/01/14 18:19:26.800"
"2019/01/14 18:19:38.600" "2019/01/14 18:19:38.800"
"2019/01/14 18:19:50.600" "2019/01/14 18:19:50.800"
"2019/01/14 18:20:32.000" "2019/01/14 18:20:32.200"
"2019/01/14 18:20:44.000" "2019/01/14 18:20:44.200"
"2019/01/14 18:20:56.000" "2019/01/14 18:20:56.200"
"2019/01/14 18:21:08.000" "2019/01/14 18:21:08.200"
"2019/01/14 18:21:20.000" "2019/01/14 18:21:20.200"
"2019/01/14 18:21:32.000" "2019/01/14 18:21:32.200"
"2019/01/14 18:21:44.000" "2019/01/14 18:21:44.200"
"2019/01/14 18:21:56.000" "2019/01/14 18:21:56.200"
"2019/01/14 18:22:08.000" "2019/01/14 18:22:08.200"
"2019/01/14 18:22:20.000" "2019/01/14 18:22:20.200"
"2019/01/14 18:22:32.000" "2019/01/14 18:22:32.200"
"2019/01/14 18:22:44.000" "2019/01/14 18:22:44.200"
"2019/01/14 18:22:56.000" "2019/01/14 18:22:56.200"
"2019/01/14 18:27:54.600" "2019/01/14 18:27:54.800"
"2019/01/14 18:28:06.600" "2019/01/14 18:28:06.800"
"2019/01/14 18:28:18.600" "2019/01/14 18:28:18.800"
"2019/01/14 18:28:30.600" "2019/01/14 18:28:30.800"
"2019/01/14 18:28:42.600" "2019/01/14 18:28:42.800"
"2019/01/14 18:28:54.600" "2019/01/14 18:28:54.800"
"2019/01/14 18:29:06.600" "2019/01/14 18:29:06.800"
"2019/01/14 18:29:18.600" "2019/01/14 18:29:18.800"
"2019/01/14 18:29:30.600" "2019/01/14 18:29:30.800"
